stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI4,59.0,35.0,42.0,8.0,37.0,12.0,59.0,PM25,SEDANG
DKI3,83.0,63.0,42.0,12.0,40.0,21.0,83.0,PM25,SEDANG
DKI4,78.0,58.0,41.0,17.0,39.0,31.0,78.0,PM25,SEDANG
DKI4,56.0,37.0,41.0,10.0,45.0,22.0,56.0,PM25,SEDANG
DKI2,33.0,19.0,41.0,7.0,47.0,10.0,47.0,O3,BAIK
DKI4,55.0,29.0,42.0,8.0,42.0,12.0,55.0,PM25,SEDANG
DKI4,66.0,46.0,43.0,10.0,44.0,17.0,66.0,PM25,SEDANG
DKI4,100.0,63.0,43.0,13.0,41.0,30.0,100.0,PM25,SEDANG
DKI4,56.0,35.0,42.0,7.0,40.0,14.0,56.0,PM25,SEDANG
DKI4,71.0,54.0,43.0,9.0,48.0,17.0,71.0,PM25,SEDANG
DKI3,65.0,50.0,45.0,13.0,43.0,16.0,65.0,PM25,SEDANG
DKI4,80.0,53.0,44.0,17.0,39.0,29.0,80.0,PM25,SEDANG
DKI3,91.0,62.0,55.0,23.0,45.0,57.0,91.0,PM25,SEDANG
DKI4,58.0,179.0,44.0,12.0,43.0,21.0,179.0,PM10,TIDAK SEHAT
DKI4,76.0,49.0,45.0,17.0,51.0,30.0,76.0,PM25,SEDANG
DKI4,63.0,46.0,46.0,11.0,51.0,20.0,63.0,PM25,SEDANG
DKI4,73.0,51.0,47.0,14.0,41.0,30.0,73.0,PM25,SEDANG
DKI4,60.0,38.0,45.0,8.0,51.0,22.0,60.0,PM25,SEDANG
DKI3,63.0,49.0,43.0,17.0,42.0,34.0,63.0,PM25,SEDANG
DKI3,68.0,53.0,44.0,11.0,34.0,23.0,68.0,PM25,SEDANG
DKI4,76.0,51.0,46.0,15.0,37.0,26.0,76.0,PM25,SEDANG
DKI4,124.0,69.0,44.0,19.0,50.0,30.0,124.0,PM25,TIDAK SEHAT
DKI4,136.0,78.0,43.0,20.0,34.0,36.0,136.0,PM25,TIDAK SEHAT
DKI4,81.0,58.0,43.0,18.0,57.0,35.0,81.0,PM25,SEDANG
DKI4,69.0,51.0,42.0,18.0,54.0,32.0,69.0,PM25,SEDANG
DKI4,102.0,65.0,41.0,24.0,78.0,45.0,102.0,PM25,TIDAK SEHAT
DKI4,86.0,57.0,42.0,13.0,58.0,20.0,86.0,PM25,SEDANG
DKI1,74.0,62.0,42.0,19.0,39.0,49.0,74.0,PM25,SEDANG
DKI4,98.0,65.0,56.0,28.0,54.0,65.0,98.0,PM25,SEDANG
DKI2,99.0,70.0,57.0,19.0,44.0,44.0,99.0,PM25,SEDANG
DKI4,65.0,36.0,53.0,15.0,36.0,52.0,65.0,PM25,SEDANG
DKI4,85.0,56.0,56.0,23.0,35.0,62.0,85.0,PM25,SEDANG
DKI4,71.0,44.0,51.0,15.0,37.0,34.0,71.0,PM25,SEDANG
DKI4,121.0,75.0,61.0,23.0,40.0,47.0,121.0,PM25,TIDAK SEHAT
DKI4,89.0,59.0,53.0,16.0,34.0,33.0,89.0,PM25,SEDANG
DKI4,98.0,61.0,54.0,15.0,37.0,29.0,98.0,PM25,SEDANG
DKI4,102.0,60.0,53.0,17.0,38.0,44.0,102.0,PM25,TIDAK SEHAT
DKI4,90.0,64.0,52.0,44.0,37.0,53.0,90.0,PM25,SEDANG
DKI4,59.0,37.0,40.0,14.0,22.0,12.0,59.0,PM25,SEDANG
DKI4,52.0,24.0,40.0,9.0,21.0,8.0,52.0,PM25,SEDANG
DKI4,53.0,19.0,40.0,12.0,19.0,10.0,53.0,PM25,SEDANG
DKI4,41.0,19.0,40.0,12.0,20.0,9.0,41.0,PM25,BAIK
DKI4,48.0,18.0,40.0,7.0,28.0,6.0,48.0,PM25,BAIK
DKI4,55.0,25.0,40.0,10.0,22.0,11.0,55.0,PM25,SEDANG
DKI4,44.0,17.0,39.0,10.0,21.0,9.0,44.0,PM25,BAIK
DKI4,57.0,31.0,40.0,13.0,19.0,9.0,57.0,PM25,SEDANG
DKI4,58.0,30.0,40.0,13.0,20.0,8.0,58.0,PM25,SEDANG
DKI4,50.0,21.0,40.0,7.0,16.0,5.0,50.0,PM25,BAIK
DKI4,65.0,33.0,40.0,12.0,19.0,5.0,65.0,PM25,SEDANG
DKI4,62.0,43.0,40.0,11.0,25.0,9.0,62.0,PM25,SEDANG
DKI4,57.0,34.0,39.0,11.0,26.0,9.0,57.0,PM25,SEDANG
DKI4,66.0,42.0,40.0,11.0,25.0,12.0,66.0,PM25,SEDANG
DKI4,63.0,43.0,40.0,11.0,23.0,13.0,63.0,PM25,SEDANG
DKI4,66.0,38.0,40.0,22.0,21.0,15.0,66.0,PM25,SEDANG
DKI4,60.0,37.0,41.0,10.0,22.0,11.0,60.0,PM25,SEDANG
DKI4,51.0,25.0,39.0,16.0,20.0,13.0,51.0,PM25,SEDANG
DKI4,63.0,33.0,39.0,12.0,24.0,12.0,63.0,PM25,SEDANG
DKI4,50.0,21.0,39.0,10.0,23.0,10.0,50.0,PM25,BAIK
DKI4,95.0,59.0,40.0,21.0,25.0,12.0,95.0,PM25,SEDANG
DKI4,83.0,51.0,40.0,16.0,24.0,11.0,83.0,PM25,SEDANG
DKI4,61.0,42.0,39.0,9.0,13.0,6.0,61.0,PM25,SEDANG
DKI4,45.0,16.0,39.0,9.0,19.0,4.0,45.0,PM25,BAIK
DKI4,75.0,48.0,39.0,11.0,23.0,13.0,75.0,PM25,SEDANG
DKI4,94.0,59.0,40.0,13.0,30.0,12.0,94.0,PM25,SEDANG
DKI4,113.0,68.0,39.0,18.0,24.0,14.0,113.0,PM25,TIDAK SEHAT
DKI4,96.0,56.0,40.0,13.0,19.0,9.0,96.0,PM25,SEDANG
DKI4,81.0,46.0,39.0,17.0,29.0,14.0,81.0,PM25,SEDANG
DKI4,103.0,62.0,40.0,19.0,33.0,11.0,103.0,PM25,TIDAK SEHAT
DKI4,79.0,51.0,40.0,14.0,32.0,13.0,79.0,PM25,SEDANG
DKI4,95.0,61.0,40.0,22.0,32.0,13.0,95.0,PM25,SEDANG
DKI4,102.0,60.0,41.0,23.0,34.0,14.0,102.0,PM25,TIDAK SEHAT
DKI4,81.0,58.0,40.0,16.0,19.0,6.0,81.0,PM25,SEDANG
DKI4,55.0,24.0,41.0,10.0,18.0,8.0,55.0,PM25,SEDANG
DKI4,89.0,56.0,40.0,21.0,21.0,12.0,89.0,PM25,SEDANG
DKI4,53.0,28.0,39.0,9.0,25.0,9.0,53.0,PM25,SEDANG
DKI4,83.0,53.0,41.0,19.0,22.0,13.0,83.0,PM25,SEDANG
DKI4,69.0,37.0,41.0,10.0,20.0,9.0,69.0,PM25,SEDANG
DKI4,68.0,40.0,41.0,16.0,14.0,9.0,68.0,PM25,SEDANG
DKI4,77.0,37.0,42.0,14.0,24.0,12.0,77.0,PM25,SEDANG
DKI4,101.0,57.0,46.0,13.0,37.0,18.0,101.0,PM25,TIDAK SEHAT
DKI4,123.0,68.0,43.0,20.0,37.0,14.0,123.0,PM25,TIDAK SEHAT
DKI4,125.0,68.0,45.0,16.0,37.0,22.0,125.0,PM25,TIDAK SEHAT
DKI4,91.0,57.0,42.0,12.0,42.0,15.0,91.0,PM25,SEDANG
DKI4,98.0,55.0,44.0,12.0,38.0,18.0,98.0,PM25,SEDANG
DKI4,85.0,57.0,41.0,16.0,22.0,17.0,85.0,PM25,SEDANG
DKI4,78.0,52.0,41.0,15.0,20.0,11.0,78.0,PM25,SEDANG
DKI4,62.0,38.0,41.0,8.0,12.0,7.0,62.0,PM25,SEDANG
DKI4,55.0,30.0,40.0,7.0,13.0,9.0,55.0,PM25,SEDANG
DKI4,68.0,36.0,41.0,8.0,19.0,12.0,68.0,PM25,SEDANG
DKI4,83.0,52.0,42.0,17.0,31.0,16.0,83.0,PM25,SEDANG
DKI4,91.0,58.0,43.0,13.0,35.0,20.0,91.0,PM25,SEDANG
DKI4,75.0,50.0,41.0,14.0,37.0,16.0,75.0,PM25,SEDANG
DKI4,84.0,54.0,41.0,18.0,35.0,19.0,84.0,PM25,SEDANG
DKI4,76.0,41.0,42.0,14.0,21.0,25.0,76.0,PM25,SEDANG
DKI4,69.0,48.0,43.0,12.0,25.0,18.0,69.0,PM25,SEDANG
DKI4,49.0,22.0,41.0,7.0,18.0,12.0,49.0,PM25,BAIK
DKI4,62.0,37.0,44.0,11.0,18.0,12.0,62.0,PM25,SEDANG
DKI4,67.0,39.0,42.0,9.0,22.0,14.0,67.0,PM25,SEDANG
DKI4,103.0,64.0,43.0,26.0,23.0,20.0,103.0,PM25,TIDAK SEHAT
DKI4,80.0,52.0,43.0,14.0,23.0,16.0,80.0,PM25,SEDANG
DKI4,50.0,30.0,43.0,6.0,15.0,10.0,50.0,PM25,BAIK
DKI4,38.0,22.0,42.0,5.0,16.0,8.0,42.0,SO2,BAIK
DKI4,55.0,24.0,48.0,8.0,14.0,10.0,55.0,PM25,SEDANG
DKI4,63.0,42.0,43.0,8.0,21.0,13.0,63.0,PM25,SEDANG
DKI4,90.0,61.0,43.0,15.0,27.0,21.0,90.0,PM25,SEDANG
DKI4,108.0,66.0,47.0,18.0,35.0,24.0,108.0,PM25,TIDAK SEHAT
DKI4,92.0,57.0,43.0,18.0,27.0,17.0,92.0,PM25,SEDANG
DKI4,78.0,52.0,44.0,13.0,31.0,20.0,78.0,PM25,SEDANG
DKI4,79.0,52.0,42.0,13.0,31.0,14.0,79.0,PM25,SEDANG
DKI4,87.0,55.0,42.0,27.0,25.0,27.0,87.0,PM25,SEDANG
DKI4,90.0,61.0,42.0,17.0,21.0,20.0,90.0,PM25,SEDANG
DKI4,109.0,63.0,43.0,20.0,27.0,19.0,109.0,PM25,TIDAK SEHAT
DKI4,90.0,56.0,45.0,10.0,34.0,17.0,90.0,PM25,SEDANG
DKI4,103.0,64.0,43.0,16.0,27.0,17.0,103.0,PM25,TIDAK SEHAT
DKI4,99.0,60.0,45.0,10.0,34.0,17.0,99.0,PM25,SEDANG
DKI4,112.0,67.0,19.0,13.0,31.0,24.0,112.0,PM25,TIDAK SEHAT
DKI4,98.0,65.0,33.0,13.0,31.0,20.0,98.0,PM25,SEDANG
DKI4,116.0,73.0,37.0,17.0,20.0,17.0,116.0,PM25,TIDAK SEHAT
DKI4,117.0,64.0,37.0,11.0,22.0,14.0,117.0,PM25,TIDAK SEHAT
DKI4,138.0,75.0,38.0,11.0,27.0,13.0,138.0,PM25,TIDAK SEHAT
DKI4,94.0,55.0,37.0,9.0,28.0,17.0,94.0,PM25,SEDANG
DKI4,78.0,51.0,37.0,12.0,23.0,19.0,78.0,PM25,SEDANG
DKI4,113.0,74.0,41.0,15.0,17.0,13.0,113.0,PM25,TIDAK SEHAT
DKI4,117.0,73.0,38.0,20.0,21.0,21.0,117.0,PM25,TIDAK SEHAT
DKI4,77.0,54.0,37.0,7.0,27.0,16.0,77.0,PM25,SEDANG
DKI4,78.0,51.0,38.0,22.0,25.0,20.0,78.0,PM25,SEDANG
DKI4,87.0,56.0,39.0,9.0,29.0,15.0,87.0,PM25,SEDANG
DKI4,66.0,46.0,37.0,6.0,31.0,11.0,66.0,PM25,SEDANG
DKI4,73.0,42.0,37.0,7.0,31.0,12.0,73.0,PM25,SEDANG
DKI4,102.0,65.0,38.0,8.0,31.0,11.0,102.0,PM25,TIDAK SEHAT
DKI4,105.0,67.0,37.0,9.0,27.0,11.0,105.0,PM25,TIDAK SEHAT
DKI4,112.0,75.0,36.0,13.0,24.0,13.0,112.0,PM25,TIDAK SEHAT
DKI4,76.0,51.0,38.0,3.0,27.0,8.0,76.0,PM25,SEDANG
DKI4,74.0,49.0,37.0,4.0,28.0,17.0,74.0,PM25,SEDANG
DKI4,99.0,61.0,39.0,10.0,25.0,23.0,99.0,PM25,SEDANG
DKI4,103.0,60.0,36.0,9.0,29.0,19.0,103.0,PM25,TIDAK SEHAT
DKI4,95.0,55.0,37.0,9.0,27.0,20.0,95.0,PM25,SEDANG
DKI4,107.0,64.0,43.0,31.0,30.0,26.0,107.0,PM25,TIDAK SEHAT
DKI4,118.0,72.0,57.0,26.0,33.0,24.0,118.0,PM25,TIDAK SEHAT
DKI4,68.0,42.0,49.0,7.0,37.0,22.0,68.0,PM25,SEDANG
DKI4,93.0,55.0,38.0,9.0,28.0,20.0,93.0,PM25,SEDANG
DKI4,79.0,50.0,41.0,6.0,26.0,18.0,79.0,PM25,SEDANG
DKI4,93.0,56.0,40.0,11.0,26.0,20.0,93.0,PM25,SEDANG
DKI4,91.0,57.0,40.0,10.0,29.0,26.0,91.0,PM25,SEDANG
DKI4,72.0,47.0,41.0,15.0,26.0,23.0,72.0,PM25,SEDANG
DKI4,93.0,59.0,41.0,9.0,37.0,24.0,93.0,PM25,SEDANG
DKI4,89.0,54.0,41.0,11.0,32.0,20.0,89.0,PM25,SEDANG
DKI4,100.0,62.0,43.0,7.0,41.0,17.0,100.0,PM25,SEDANG
DKI4,93.0,57.0,41.0,11.0,36.0,23.0,93.0,PM25,SEDANG
DKI4,93.0,56.0,41.0,9.0,38.0,20.0,93.0,PM25,SEDANG
DKI4,86.0,50.0,41.0,9.0,37.0,21.0,86.0,PM25,SEDANG
DKI4,108.0,68.0,37.0,9.0,32.0,28.0,108.0,PM25,TIDAK SEHAT
DKI4,93.0,55.0,27.0,13.0,30.0,24.0,93.0,PM25,SEDANG
DKI4,80.0,49.0,36.0,12.0,32.0,23.0,80.0,PM25,SEDANG
DKI4,103.0,63.0,35.0,13.0,28.0,21.0,103.0,PM25,TIDAK SEHAT
DKI4,111.0,67.0,42.0,13.0,22.0,25.0,111.0,PM25,TIDAK SEHAT
DKI4,88.0,62.0,35.0,20.0,19.0,22.0,88.0,PM25,SEDANG
DKI4,102.0,64.0,35.0,28.0,20.0,28.0,102.0,PM25,TIDAK SEHAT
DKI4,102.0,67.0,38.0,19.0,18.0,24.0,102.0,PM25,TIDAK SEHAT
DKI4,102.0,56.0,31.0,19.0,15.0,31.0,102.0,PM25,TIDAK SEHAT
DKI4,140.0,74.0,36.0,22.0,20.0,26.0,140.0,PM25,TIDAK SEHAT
DKI4,90.0,51.0,29.0,14.0,19.0,21.0,90.0,PM25,SEDANG
DKI4,84.0,47.0,33.0,16.0,21.0,22.0,84.0,PM25,SEDANG
DKI4,107.0,58.0,38.0,14.0,23.0,25.0,107.0,PM25,TIDAK SEHAT
DKI4,119.0,66.0,37.0,15.0,16.0,27.0,119.0,PM25,TIDAK SEHAT
DKI4,147.0,82.0,39.0,18.0,20.0,24.0,147.0,PM25,TIDAK SEHAT
DKI4,118.0,67.0,36.0,10.0,26.0,18.0,118.0,PM25,TIDAK SEHAT
DKI4,134.0,72.0,34.0,18.0,29.0,22.0,134.0,PM25,TIDAK SEHAT
DKI4,117.0,60.0,36.0,18.0,30.0,22.0,117.0,PM25,TIDAK SEHAT
DKI4,124.0,65.0,34.0,13.0,27.0,21.0,124.0,PM25,TIDAK SEHAT
DKI4,125.0,65.0,36.0,14.0,21.0,29.0,125.0,PM25,TIDAK SEHAT
DKI4,114.0,62.0,37.0,13.0,23.0,27.0,114.0,PM25,TIDAK SEHAT
DKI4,108.0,59.0,40.0,10.0,18.0,23.0,108.0,PM25,TIDAK SEHAT
DKI4,141.0,72.0,37.0,13.0,25.0,20.0,141.0,PM25,TIDAK SEHAT
DKI4,161.0,84.0,38.0,14.0,27.0,22.0,161.0,PM25,TIDAK SEHAT
DKI4,153.0,83.0,39.0,13.0,31.0,26.0,153.0,PM25,TIDAK SEHAT
DKI4,100.0,58.0,38.0,9.0,31.0,22.0,100.0,PM25,SEDANG
DKI4,130.0,69.0,40.0,12.0,26.0,26.0,130.0,PM25,TIDAK SEHAT
DKI4,145.0,74.0,40.0,10.0,29.0,25.0,145.0,PM25,TIDAK SEHAT
DKI4,156.0,87.0,42.0,11.0,30.0,25.0,156.0,PM25,TIDAK SEHAT
DKI4,132.0,71.0,45.0,9.0,29.0,21.0,132.0,PM25,TIDAK SEHAT
DKI4,119.0,66.0,39.0,10.0,21.0,17.0,119.0,PM25,TIDAK SEHAT
DKI4,119.0,67.0,39.0,11.0,20.0,23.0,119.0,PM25,TIDAK SEHAT
DKI4,116.0,57.0,39.0,13.0,20.0,26.0,116.0,PM25,TIDAK SEHAT
DKI4,174.0,95.0,40.0,15.0,22.0,24.0,174.0,PM25,TIDAK SEHAT
DKI4,138.0,71.0,37.0,11.0,24.0,29.0,138.0,PM25,TIDAK SEHAT
DKI4,134.0,73.0,35.0,9.0,26.0,19.0,134.0,PM25,TIDAK SEHAT
DKI4,150.0,75.0,37.0,12.0,32.0,22.0,150.0,PM25,TIDAK SEHAT
DKI4,140.0,74.0,36.0,11.0,32.0,21.0,140.0,PM25,TIDAK SEHAT
DKI4,147.0,80.0,38.0,13.0,26.0,21.0,147.0,PM25,TIDAK SEHAT
DKI4,102.0,55.0,36.0,9.0,30.0,18.0,102.0,PM25,TIDAK SEHAT
DKI4,110.0,57.0,39.0,9.0,28.0,26.0,110.0,PM25,TIDAK SEHAT
DKI4,104.0,56.0,36.0,10.0,35.0,25.0,104.0,PM25,TIDAK SEHAT
DKI4,104.0,56.0,37.0,12.0,27.0,25.0,104.0,PM25,TIDAK SEHAT
DKI4,148.0,81.0,38.0,22.0,28.0,24.0,148.0,PM25,TIDAK SEHAT
DKI4,131.0,68.0,39.0,14.0,24.0,25.0,131.0,PM25,TIDAK SEHAT
DKI4,140.0,71.0,40.0,12.0,24.0,26.0,140.0,PM25,TIDAK SEHAT
DKI4,145.0,73.0,39.0,14.0,24.0,27.0,145.0,PM25,TIDAK SEHAT
DKI4,130.0,66.0,40.0,12.0,25.0,25.0,130.0,PM25,TIDAK SEHAT
DKI4,154.0,83.0,39.0,15.0,37.0,34.0,154.0,PM25,TIDAK SEHAT
DKI4,100.0,56.0,38.0,9.0,29.0,22.0,100.0,PM25,SEDANG
DKI4,86.0,51.0,39.0,8.0,30.0,22.0,86.0,PM25,SEDANG
DKI4,81.0,42.0,38.0,9.0,27.0,20.0,81.0,PM25,SEDANG
DKI4,104.0,55.0,38.0,12.0,21.0,25.0,104.0,PM25,TIDAK SEHAT
DKI4,87.0,51.0,41.0,7.0,23.0,20.0,87.0,PM25,SEDANG
DKI4,90.0,53.0,38.0,8.0,21.0,19.0,90.0,PM25,SEDANG
DKI4,105.0,59.0,37.0,16.0,13.0,21.0,105.0,PM25,TIDAK SEHAT
DKI4,101.0,59.0,38.0,8.0,19.0,18.0,101.0,PM25,TIDAK SEHAT
DKI4,92.0,54.0,40.0,7.0,21.0,17.0,92.0,PM25,SEDANG
DKI4,82.0,48.0,40.0,6.0,26.0,16.0,82.0,PM25,SEDANG
DKI4,68.0,35.0,38.0,6.0,30.0,19.0,68.0,PM25,SEDANG
DKI4,102.0,56.0,39.0,11.0,27.0,23.0,102.0,PM25,TIDAK SEHAT
DKI4,104.0,57.0,40.0,8.0,21.0,20.0,104.0,PM25,TIDAK SEHAT
DKI4,101.0,55.0,40.0,11.0,19.0,25.0,101.0,PM25,TIDAK SEHAT
DKI4,98.0,58.0,41.0,9.0,21.0,21.0,98.0,PM25,SEDANG
DKI4,114.0,63.0,39.0,11.0,15.0,21.0,114.0,PM25,TIDAK SEHAT
DKI4,100.0,55.0,41.0,8.0,17.0,21.0,100.0,PM25,SEDANG
DKI4,103.0,59.0,41.0,8.0,24.0,20.0,103.0,PM25,TIDAK SEHAT
DKI4,97.0,58.0,38.0,9.0,30.0,20.0,97.0,PM25,SEDANG
DKI4,119.0,67.0,42.0,13.0,28.0,28.0,119.0,PM25,TIDAK SEHAT
DKI4,106.0,64.0,40.0,11.0,28.0,23.0,106.0,PM25,TIDAK SEHAT
DKI4,85.0,50.0,39.0,8.0,25.0,21.0,85.0,PM25,SEDANG
DKI4,134.0,74.0,43.0,14.0,22.0,29.0,134.0,PM25,TIDAK SEHAT
DKI4,106.0,63.0,40.0,10.0,24.0,20.0,106.0,PM25,TIDAK SEHAT
DKI4,110.0,61.0,42.0,11.0,26.0,24.0,110.0,PM25,TIDAK SEHAT
DKI4,106.0,62.0,42.0,9.0,26.0,28.0,106.0,PM25,TIDAK SEHAT
DKI4,91.0,53.0,40.0,7.0,28.0,19.0,91.0,PM25,SEDANG
DKI4,105.0,58.0,39.0,10.0,28.0,22.0,105.0,PM25,TIDAK SEHAT
DKI4,123.0,65.0,38.0,10.0,36.0,23.0,123.0,PM25,TIDAK SEHAT
DKI4,122.0,66.0,39.0,12.0,28.0,25.0,122.0,PM25,TIDAK SEHAT
DKI4,140.0,76.0,41.0,16.0,30.0,31.0,140.0,PM25,TIDAK SEHAT
DKI4,109.0,61.0,41.0,10.0,32.0,26.0,109.0,PM25,TIDAK SEHAT
DKI4,118.0,68.0,40.0,16.0,26.0,27.0,118.0,PM25,TIDAK SEHAT
DKI4,115.0,65.0,39.0,12.0,26.0,25.0,115.0,PM25,TIDAK SEHAT
DKI4,111.0,62.0,42.0,10.0,34.0,23.0,111.0,PM25,TIDAK SEHAT
DKI4,93.0,57.0,42.0,9.0,31.0,19.0,93.0,PM25,SEDANG
DKI4,120.0,69.0,43.0,12.0,27.0,26.0,120.0,PM25,TIDAK SEHAT
DKI4,109.0,62.0,42.0,9.0,29.0,16.0,109.0,PM25,TIDAK SEHAT
DKI4,86.0,56.0,42.0,8.0,21.0,21.0,86.0,PM25,SEDANG
DKI4,106.0,63.0,40.0,15.0,29.0,25.0,106.0,PM25,TIDAK SEHAT
DKI4,82.0,52.0,41.0,12.0,27.0,24.0,82.0,PM25,SEDANG
DKI4,80.0,45.0,42.0,8.0,26.0,19.0,80.0,PM25,SEDANG
DKI4,109.0,59.0,43.0,10.0,33.0,30.0,109.0,PM25,TIDAK SEHAT
DKI4,111.0,63.0,41.0,10.0,24.0,19.0,111.0,PM25,TIDAK SEHAT
DKI4,88.0,54.0,42.0,7.0,18.0,16.0,88.0,PM25,SEDANG
DKI4,61.0,36.0,41.0,6.0,19.0,15.0,61.0,PM25,SEDANG
DKI4,110.0,60.0,42.0,19.0,18.0,23.0,110.0,PM25,TIDAK SEHAT
DKI4,89.0,53.0,42.0,7.0,28.0,15.0,89.0,PM25,SEDANG
DKI4,85.0,50.0,42.0,6.0,29.0,14.0,85.0,PM25,SEDANG
DKI4,101.0,57.0,43.0,7.0,23.0,15.0,101.0,PM25,TIDAK SEHAT
DKI4,103.0,66.0,47.0,8.0,37.0,17.0,103.0,PM25,TIDAK SEHAT
DKI4,77.0,52.0,41.0,7.0,27.0,23.0,77.0,PM25,SEDANG
DKI4,98.0,58.0,45.0,9.0,30.0,22.0,98.0,PM25,SEDANG
DKI4,83.0,55.0,47.0,7.0,36.0,21.0,83.0,PM25,SEDANG
DKI4,97.0,61.0,42.0,9.0,43.0,16.0,97.0,PM25,SEDANG
DKI4,100.0,62.0,43.0,10.0,44.0,26.0,100.0,PM25,SEDANG
DKI4,111.0,70.0,47.0,9.0,32.0,25.0,111.0,PM25,TIDAK SEHAT
DKI4,157.0,100.0,41.0,15.0,50.0,26.0,157.0,PM25,TIDAK SEHAT
DKI4,122.0,67.0,40.0,14.0,51.0,23.0,122.0,PM25,TIDAK SEHAT
DKI4,88.0,57.0,42.0,11.0,32.0,19.0,88.0,PM25,SEDANG
DKI4,80.0,52.0,41.0,18.0,31.0,23.0,80.0,PM25,SEDANG
DKI4,120.0,71.0,45.0,13.0,36.0,21.0,120.0,PM25,TIDAK SEHAT
DKI4,109.0,65.0,45.0,10.0,35.0,20.0,109.0,PM25,TIDAK SEHAT
DKI4,113.0,68.0,44.0,15.0,39.0,23.0,113.0,PM25,TIDAK SEHAT
DKI4,104.0,62.0,44.0,11.0,41.0,22.0,104.0,PM25,TIDAK SEHAT
DKI4,130.0,75.0,45.0,16.0,36.0,24.0,130.0,PM25,TIDAK SEHAT
DKI4,90.0,59.0,43.0,10.0,50.0,21.0,90.0,PM25,SEDANG
DKI4,78.0,54.0,40.0,11.0,56.0,18.0,78.0,PM25,SEDANG
DKI4,79.0,51.0,41.0,15.0,45.0,15.0,79.0,PM25,SEDANG
DKI4,103.0,62.0,43.0,15.0,58.0,18.0,103.0,PM25,TIDAK SEHAT
DKI4,77.0,54.0,40.0,18.0,47.0,22.0,77.0,PM25,SEDANG
DKI4,83.0,51.0,42.0,12.0,73.0,17.0,83.0,PM25,SEDANG
DKI4,93.0,58.0,43.0,17.0,27.0,24.0,93.0,PM25,SEDANG
DKI4,95.0,61.0,43.0,16.0,14.0,20.0,95.0,PM25,SEDANG
DKI4,86.0,55.0,44.0,11.0,26.0,29.0,86.0,PM25,SEDANG
DKI4,81.0,52.0,44.0,9.0,35.0,17.0,81.0,PM25,SEDANG
DKI4,70.0,52.0,44.0,14.0,26.0,16.0,70.0,PM25,SEDANG
DKI4,106.0,64.0,43.0,15.0,31.0,19.0,106.0,PM25,TIDAK SEHAT
DKI4,100.0,61.0,37.0,11.0,20.0,19.0,100.0,PM25,SEDANG
DKI4,71.0,45.0,37.0,10.0,13.0,14.0,71.0,PM25,SEDANG
DKI4,63.0,32.0,37.0,7.0,19.0,14.0,63.0,PM25,SEDANG
DKI4,82.0,52.0,38.0,14.0,30.0,17.0,82.0,PM25,SEDANG
DKI4,68.0,48.0,36.0,13.0,24.0,14.0,68.0,PM25,SEDANG
DKI4,58.0,36.0,36.0,7.0,16.0,11.0,58.0,PM25,SEDANG
DKI4,68.0,42.0,36.0,10.0,15.0,14.0,68.0,PM25,SEDANG
DKI4,99.0,60.0,39.0,10.0,19.0,14.0,99.0,PM25,SEDANG
DKI4,106.0,63.0,41.0,9.0,27.0,18.0,106.0,PM25,TIDAK SEHAT
DKI4,38.0,23.0,36.0,3.0,17.0,8.0,38.0,PM25,BAIK
DKI4,58.0,26.0,38.0,6.0,21.0,13.0,58.0,PM25,SEDANG
DKI4,65.0,44.0,37.0,19.0,13.0,14.0,65.0,PM25,SEDANG
DKI4,45.0,23.0,37.0,4.0,14.0,9.0,45.0,PM25,BAIK
DKI4,37.0,17.0,36.0,3.0,15.0,7.0,37.0,PM25,BAIK
DKI4,59.0,27.0,37.0,5.0,26.0,12.0,59.0,PM25,SEDANG
DKI4,80.0,54.0,38.0,11.0,24.0,18.0,80.0,PM25,SEDANG
DKI4,78.0,58.0,38.0,14.0,17.0,13.0,78.0,PM25,SEDANG
DKI4,56.0,37.0,37.0,8.0,13.0,12.0,56.0,PM25,SEDANG
DKI4,33.0,18.0,37.0,4.0,18.0,10.0,37.0,SO2,BAIK
DKI4,55.0,29.0,37.0,8.0,17.0,11.0,55.0,PM25,SEDANG
DKI4,66.0,39.0,38.0,8.0,24.0,15.0,66.0,PM25,SEDANG
DKI4,100.0,63.0,39.0,12.0,19.0,23.0,100.0,PM25,SEDANG
DKI4,56.0,33.0,38.0,5.0,18.0,13.0,56.0,PM25,SEDANG
DKI4,71.0,41.0,39.0,7.0,23.0,15.0,71.0,PM25,SEDANG
DKI4,62.0,42.0,39.0,8.0,14.0,15.0,62.0,PM25,SEDANG
DKI4,80.0,53.0,39.0,17.0,13.0,15.0,80.0,PM25,SEDANG
DKI4,83.0,52.0,41.0,20.0,23.0,19.0,83.0,PM25,SEDANG
DKI4,58.0,179.0,39.0,9.0,17.0,15.0,179.0,PM10,TIDAK SEHAT
DKI4,76.0,47.0,40.0,14.0,25.0,14.0,76.0,PM25,SEDANG
DKI4,63.0,38.0,40.0,9.0,28.0,19.0,63.0,PM25,SEDANG
DKI4,73.0,45.0,42.0,10.0,24.0,19.0,73.0,PM25,SEDANG
DKI4,60.0,32.0,39.0,7.0,22.0,17.0,60.0,PM25,SEDANG
DKI4,76.0,50.0,40.0,7.0,28.0,14.0,76.0,PM25,SEDANG
