stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI3,48.150000000000006,50.0,13.0,43.0,55.0,21.0,55.0,O3,SEDANG
DKI4,58.2,65.0,16.0,44.0,50.0,23.0,65.0,PM10,SEDANG
DKI4,57.6,67.0,14.0,59.0,48.0,14.0,67.0,PM10,SEDANG
DKI4,54.6,63.0,20.0,33.0,44.0,17.0,63.0,PM10,SEDANG
DKI4,54.3,60.0,23.0,27.0,59.0,19.0,60.0,PM10,SEDANG
DKI4,54.3,58.0,24.0,26.0,70.0,17.0,70.0,O3,SEDANG
DKI3,87.0,94.0,20.0,26.0,40.0,19.0,94.0,PM10,SEDANG
DKI4,63.8,68.0,14.0,38.0,37.0,16.0,68.0,PM10,SEDANG
DKI4,36.45,48.0,14.0,23.0,45.0,12.0,48.0,PM10,BAIK
DKI4,45.2,56.0,16.0,25.0,42.0,13.0,56.0,PM10,SEDANG
DKI4,33.8,47.0,14.0,22.0,24.0,8.0,47.0,PM10,BAIK
DKI4,45.4,56.0,20.0,22.0,29.0,11.0,56.0,PM10,SEDANG
DKI4,47.55,60.0,18.0,29.0,45.0,16.0,60.0,PM10,SEDANG
DKI4,42.3,50.0,16.0,24.0,48.0,12.0,50.0,PM10,BAIK
DKI4,41.2,49.0,16.0,27.0,42.0,16.0,49.0,PM10,BAIK
DKI4,50.7,56.0,14.0,44.0,51.0,19.0,56.0,PM10,SEDANG
DKI4,30.0,38.0,15.0,21.0,38.0,16.0,38.0,PM10,BAIK
DKI4,40.6,51.0,16.0,24.0,37.0,16.0,51.0,PM10,SEDANG
DKI4,53.85,57.0,17.0,38.0,53.0,18.0,57.0,PM10,SEDANG
DKI4,57.0,55.0,19.0,30.0,70.0,22.0,70.0,O3,SEDANG
DKI4,58.35,73.0,18.0,38.0,64.0,21.0,73.0,PM10,SEDANG
DKI4,76.94999999999999,78.0,21.0,55.0,99.0,24.0,99.0,O3,SEDANG
DKI3,73.94999999999999,81.0,17.0,79.0,85.0,18.0,85.0,O3,SEDANG
DKI3,73.19999999999999,71.0,18.0,34.0,97.0,16.0,97.0,O3,SEDANG
DKI4,55.8,62.0,12.0,39.0,49.0,18.0,62.0,PM10,SEDANG
DKI4,52.5,55.0,15.0,53.0,52.0,20.0,55.0,PM10,SEDANG
DKI4,57.75,65.0,16.0,39.0,47.0,22.0,65.0,PM10,SEDANG
DKI3,54.3,59.0,22.0,33.0,61.0,18.0,61.0,O3,SEDANG
DKI4,50.400000000000006,59.0,18.0,24.0,58.0,17.0,59.0,PM10,SEDANG
DKI4,50.25,59.0,21.0,33.0,45.0,21.0,59.0,PM10,SEDANG
DKI4,43.650000000000006,53.0,17.0,24.0,46.0,17.0,53.0,PM10,SEDANG
DKI3,47.1,55.0,16.0,22.0,56.0,17.0,56.0,O3,SEDANG
DKI4,60.6,68.0,15.0,47.0,52.0,19.0,68.0,PM10,SEDANG
DKI4,54.75,63.0,15.0,27.0,59.0,17.0,63.0,PM10,SEDANG
DKI4,35.8,47.0,6.0,23.0,47.0,19.0,47.0,PM10,BAIK
DKI4,56.6,61.0,9.0,23.0,42.0,18.0,61.0,PM10,SEDANG
DKI4,47.55,62.0,14.0,24.0,44.0,18.0,62.0,PM10,SEDANG
DKI4,50.6,55.0,15.0,38.0,27.0,22.0,55.0,PM10,SEDANG
DKI4,29.8,52.0,16.0,33.0,22.0,16.0,52.0,PM10,SEDANG
DKI2,33.900000000000006,40.0,14.0,26.0,42.0,8.0,42.0,O3,BAIK
DKI4,40.0,40.0,15.0,21.0,34.0,8.0,40.0,PM10,BAIK
DKI4,42.8,53.0,16.0,22.0,36.0,9.0,53.0,PM10,SEDANG
DKI4,42.4,51.0,18.0,27.0,42.0,13.0,51.0,PM10,SEDANG
DKI4,32.7,40.0,17.0,35.0,35.0,13.0,40.0,PM10,BAIK
DKI4,29.8,51.0,14.0,24.0,31.0,10.0,51.0,PM10,SEDANG
DKI4,38.4,54.0,14.0,17.0,30.0,11.0,54.0,PM10,SEDANG
DKI4,24.4,43.0,14.0,20.0,33.0,9.0,43.0,PM10,BAIK
DKI4,43.5,51.0,17.0,25.0,47.0,17.0,51.0,PM10,SEDANG
DKI4,45.2,54.0,17.0,26.0,43.0,17.0,54.0,PM10,SEDANG
DKI4,49.8,58.0,15.0,24.0,52.0,11.0,58.0,PM10,SEDANG
DKI2,53.25,54.0,17.0,26.0,60.0,28.0,60.0,O3,SEDANG
DKI4,52.05,67.0,17.0,25.0,47.0,15.0,67.0,PM10,SEDANG
DKI4,54.0,68.0,15.0,47.0,31.0,17.0,68.0,PM10,SEDANG
DKI2,57.3,71.0,16.0,25.0,72.0,17.0,72.0,O3,SEDANG
DKI2,92.6,59.0,19.0,35.0,96.0,18.0,96.0,O3,SEDANG
DKI3,102.4,67.0,19.0,54.0,111.0,21.0,111.0,O3,TIDAK SEHAT
DKI4,70.35,87.0,22.0,33.0,79.0,20.0,87.0,PM10,SEDANG
DKI4,62.400000000000006,78.0,17.0,29.0,76.0,23.0,78.0,PM10,SEDANG
DKI3,65.1,61.0,15.0,32.0,83.0,23.0,83.0,O3,SEDANG
DKI4,42.6,52.0,13.0,20.0,38.0,11.0,52.0,PM10,SEDANG
DKI4,34.2,52.0,15.0,22.0,33.0,9.0,52.0,PM10,SEDANG
DKI4,37.2,51.0,15.0,22.0,26.0,9.0,51.0,PM10,SEDANG
DKI4,23.4,47.0,14.0,18.0,26.0,8.0,47.0,PM10,BAIK
DKI4,28.6,47.0,14.0,22.0,35.0,14.0,47.0,PM10,BAIK
DKI4,39.6,51.0,13.0,22.0,38.0,8.0,51.0,PM10,SEDANG
DKI4,39.2,55.0,13.0,19.0,33.0,15.0,55.0,PM10,SEDANG
DKI4,22.2,44.0,13.0,15.0,29.0,13.0,44.0,PM10,BAIK
DKI4,21.4,45.0,13.0,16.0,25.0,8.0,45.0,PM10,BAIK
DKI4,29.8,49.0,14.0,19.0,28.0,8.0,49.0,PM10,BAIK
DKI4,27.4,42.0,14.0,21.0,24.0,7.0,42.0,PM10,BAIK
DKI4,31.8,45.0,14.0,20.0,21.0,8.0,45.0,PM10,BAIK
DKI4,36.0,48.0,15.0,24.0,26.0,6.0,48.0,PM10,BAIK
DKI4,39.2,52.0,14.0,13.0,28.0,7.0,52.0,PM10,SEDANG
DKI4,39.8,50.0,15.0,23.0,39.0,12.0,50.0,PM10,BAIK
DKI4,51.8,59.0,14.0,21.0,42.0,15.0,59.0,PM10,SEDANG
DKI4,39.6,52.0,14.0,19.0,38.0,8.0,52.0,PM10,SEDANG
DKI4,49.2,57.0,15.0,20.0,36.0,12.0,57.0,PM10,SEDANG
DKI4,46.4,55.0,18.0,24.0,44.0,15.0,55.0,PM10,SEDANG
DKI1,42.900000000000006,50.0,21.0,33.0,44.0,14.0,50.0,PM10,BAIK
DKI2,41.25,39.0,16.0,23.0,49.0,19.0,49.0,O3,BAIK
DKI4,38.55,40.0,17.0,30.0,44.0,23.0,44.0,O3,BAIK
DKI2,71.25,72.0,22.0,35.0,90.0,19.0,90.0,O3,SEDANG
DKI3,110.8,80.0,23.0,32.0,116.0,25.0,116.0,O3,TIDAK SEHAT
DKI2,58.05,65.0,22.0,35.0,74.0,26.0,74.0,O3,SEDANG
DKI3,101.0,65.0,23.0,36.0,122.0,23.0,122.0,O3,TIDAK SEHAT
DKI3,114.8,84.0,18.0,29.0,171.0,34.0,171.0,O3,TIDAK SEHAT
DKI2,114.2,77.0,14.0,51.0,126.0,19.0,126.0,O3,TIDAK SEHAT
DKI3,101.0,64.0,15.0,29.0,124.0,26.0,124.0,O3,TIDAK SEHAT
DKI3,98.8,65.0,17.0,38.0,128.0,29.0,128.0,O3,TIDAK SEHAT
DKI2,71.25,77.0,23.0,30.0,89.0,19.0,89.0,O3,SEDANG
DKI4,93.6,62.0,19.0,33.0,94.0,27.0,94.0,O3,SEDANG
DKI1,107.8,66.0,16.0,26.0,125.0,22.0,125.0,O3,TIDAK SEHAT
DKI2,101.0,62.0,15.0,18.0,127.0,22.0,127.0,O3,TIDAK SEHAT
DKI1,65.1,64.0,15.0,27.0,83.0,16.0,83.0,O3,SEDANG
DKI1,57.6,65.0,17.0,39.0,70.0,16.0,70.0,O3,SEDANG
DKI4,57.45,71.0,24.0,27.0,62.0,15.0,71.0,PM10,SEDANG
DKI1,58.35,68.0,25.0,43.0,71.0,22.0,71.0,O3,SEDANG
DKI3,54.150000000000006,62.0,18.0,32.0,69.0,15.0,69.0,O3,SEDANG
DKI4,59.25,77.0,19.0,27.0,76.0,20.0,77.0,PM10,SEDANG
DKI1,62.400000000000006,74.0,19.0,42.0,78.0,23.0,78.0,O3,SEDANG
DKI1,72.0,71.0,18.0,54.0,88.0,31.0,88.0,O3,SEDANG
DKI4,93.6,61.0,19.0,35.0,98.0,29.0,98.0,O3,SEDANG
DKI1,57.3,69.0,22.0,31.0,69.0,28.0,69.0,PM10,SEDANG
DKI4,52.05,63.0,18.0,26.0,47.0,17.0,63.0,PM10,SEDANG
DKI4,59.25,76.0,17.0,28.0,63.0,20.0,76.0,PM10,SEDANG
DKI2,54.3,58.0,22.0,36.0,65.0,23.0,65.0,O3,SEDANG
DKI4,54.6,63.0,22.0,38.0,66.0,14.0,66.0,O3,SEDANG
DKI4,53.25,56.0,15.0,42.0,50.0,13.0,56.0,PM10,SEDANG
DKI4,103.6,51.0,9.0,20.0,153.0,27.0,153.0,O3,TIDAK SEHAT
DKI3,106.6,78.0,20.0,29.0,137.0,24.0,137.0,O3,TIDAK SEHAT
DKI3,74.55000000000001,79.0,19.0,30.0,92.0,29.0,92.0,O3,SEDANG
DKI4,66.0,84.0,19.0,32.0,82.0,20.0,84.0,PM10,SEDANG
DKI1,86.8,59.0,18.0,35.0,87.0,18.0,87.0,O3,SEDANG
DKI3,68.25,66.0,17.0,37.0,84.0,27.0,84.0,O3,SEDANG
DKI3,92.6,66.0,16.0,31.0,99.0,20.0,99.0,O3,SEDANG
DKI3,103.6,61.0,17.0,30.0,139.0,27.0,139.0,O3,TIDAK SEHAT
DKI3,103.6,63.0,23.0,30.0,133.0,21.0,133.0,O3,TIDAK SEHAT
DKI4,68.25,69.0,18.0,34.0,85.0,19.0,85.0,O3,SEDANG
DKI4,72.6,89.0,20.0,43.0,88.0,22.0,89.0,PM10,SEDANG
DKI3,97.4,68.0,20.0,36.0,107.0,19.0,107.0,O3,TIDAK SEHAT
DKI3,68.25,70.0,15.0,34.0,82.0,26.0,82.0,O3,SEDANG
DKI4,63.75,84.0,11.0,38.0,78.0,11.0,84.0,PM10,SEDANG
DKI3,103.6,75.0,15.0,32.0,140.0,30.0,140.0,O3,TIDAK SEHAT
DKI3,73.19999999999999,68.0,19.0,34.0,96.0,19.0,96.0,O3,SEDANG
DKI3,101.4,64.0,21.0,37.0,113.0,22.0,113.0,O3,TIDAK SEHAT
DKI3,103.0,66.0,19.0,40.0,114.0,25.0,114.0,O3,TIDAK SEHAT
DKI3,73.19999999999999,72.0,21.0,37.0,95.0,18.0,95.0,O3,SEDANG
DKI3,105.8,86.0,21.0,35.0,111.0,17.0,111.0,O3,TIDAK SEHAT
DKI3,84.44999999999999,97.0,23.0,31.0,107.0,17.0,107.0,O3,TIDAK SEHAT
DKI3,76.35,92.0,20.0,32.0,98.0,21.0,98.0,O3,SEDANG
DKI2,74.55000000000001,81.0,21.0,35.0,93.0,26.0,93.0,O3,SEDANG
DKI4,78.9,91.0,21.0,70.0,82.0,23.0,91.0,PM10,SEDANG
DKI4,54.6,68.0,17.0,25.0,65.0,13.0,68.0,PM10,SEDANG
DKI4,55.35,65.0,19.0,18.0,50.0,10.0,65.0,PM10,SEDANG
DKI4,57.900000000000006,73.0,21.0,17.0,56.0,11.0,73.0,PM10,SEDANG
DKI4,58.650000000000006,77.0,17.0,28.0,54.0,15.0,77.0,PM10,SEDANG
DKI4,68.25,70.0,17.0,37.0,81.0,21.0,81.0,O3,SEDANG
DKI3,70.19999999999999,66.0,15.0,41.0,92.0,20.0,92.0,O3,SEDANG
DKI4,72.6,90.0,20.0,35.0,85.0,31.0,90.0,PM10,SEDANG
DKI3,110.8,82.0,15.0,37.0,121.0,27.0,121.0,O3,TIDAK SEHAT
DKI3,73.19999999999999,71.0,18.0,32.0,93.0,19.0,93.0,O3,SEDANG
DKI3,93.6,65.0,22.0,39.0,94.0,20.0,94.0,O3,SEDANG
DKI4,78.30000000000001,93.0,21.0,29.0,84.0,25.0,93.0,PM10,SEDANG
DKI3,69.44999999999999,63.0,18.0,29.0,91.0,20.0,91.0,O3,SEDANG
DKI4,73.80000000000001,88.0,23.0,27.0,93.0,20.0,93.0,O3,SEDANG
DKI2,116.8,104.0,23.0,41.0,137.0,23.0,137.0,O3,TIDAK SEHAT
DKI4,88.35,110.0,23.0,35.0,103.0,19.0,110.0,PM10,TIDAK SEHAT
DKI4,87.75,105.0,20.0,34.0,81.0,24.0,105.0,PM10,TIDAK SEHAT
DKI3,110.8,85.0,15.0,24.0,128.0,20.0,128.0,O3,TIDAK SEHAT
DKI3,114.2,108.0,12.0,29.0,119.0,25.0,119.0,O3,TIDAK SEHAT
DKI4,90.15,109.0,13.0,32.0,88.0,27.0,109.0,PM10,TIDAK SEHAT
DKI4,82.19999999999999,97.0,19.0,30.0,82.0,26.0,97.0,PM10,SEDANG
DKI4,91.35,112.0,22.0,29.0,92.0,21.0,112.0,PM10,TIDAK SEHAT
DKI4,90.3,109.0,13.0,29.0,94.0,39.0,109.0,PM10,TIDAK SEHAT
DKI4,88.94999999999999,107.0,16.0,29.0,85.0,16.0,107.0,PM10,TIDAK SEHAT
DKI4,85.0,87.0,11.0,27.0,79.0,13.0,87.0,PM10,SEDANG
DKI4,83.69999999999999,103.0,12.0,19.0,73.0,13.0,103.0,PM10,TIDAK SEHAT
DKI4,75.6,85.0,12.0,23.0,49.0,19.0,85.0,PM10,SEDANG
DKI2,107.8,72.0,10.0,28.0,122.0,20.0,122.0,O3,TIDAK SEHAT
DKI3,114.8,68.0,15.0,27.0,157.0,20.0,157.0,O3,TIDAK SEHAT
DKI2,110.8,80.0,16.0,33.0,127.0,22.0,127.0,O3,TIDAK SEHAT
DKI4,81.2,85.0,14.0,33.0,65.0,19.0,85.0,PM10,SEDANG
DKI4,96.45,128.0,17.0,37.0,81.0,18.0,128.0,PM10,TIDAK SEHAT
DKI4,75.75,94.0,14.0,25.0,90.0,14.0,94.0,PM10,SEDANG
DKI4,87.0,89.0,13.0,24.0,75.0,15.0,89.0,PM10,SEDANG
DKI4,78.30000000000001,93.0,21.0,35.0,90.0,19.0,93.0,PM10,SEDANG
DKI3,62.55,61.0,18.0,27.0,80.0,17.0,80.0,O3,SEDANG
DKI3,73.05000000000001,79.0,22.0,27.0,90.0,15.0,90.0,O3,SEDANG
DKI3,71.85,80.0,20.0,25.0,88.0,15.0,88.0,O3,SEDANG
DKI4,79.0,80.0,17.0,21.0,60.0,13.0,80.0,PM10,SEDANG
DKI4,81.0,83.0,19.0,18.0,73.0,12.0,83.0,PM10,SEDANG
DKI3,69.44999999999999,66.0,13.0,27.0,92.0,17.0,92.0,O3,SEDANG
DKI4,77.25,92.0,20.0,30.0,78.0,17.0,92.0,PM10,SEDANG
DKI3,62.85,74.0,20.0,28.0,82.0,13.0,82.0,O3,SEDANG
DKI3,84.44999999999999,102.0,17.0,27.0,105.0,17.0,105.0,O3,TIDAK SEHAT
DKI2,119.8,104.0,14.0,30.0,174.0,19.0,174.0,O3,TIDAK SEHAT
DKI3,110.8,81.0,14.0,29.0,120.0,19.0,120.0,O3,TIDAK SEHAT
DKI4,82.94999999999999,101.0,28.0,31.0,84.0,17.0,101.0,PM10,TIDAK SEHAT
DKI4,93.3,122.0,18.0,35.0,84.0,26.0,122.0,PM10,TIDAK SEHAT
DKI4,80.69999999999999,97.0,22.0,32.0,74.0,17.0,97.0,PM10,SEDANG
DKI3,58.35,70.0,16.0,26.0,71.0,13.0,71.0,O3,SEDANG
DKI4,84.6,107.0,21.0,23.0,63.0,12.0,107.0,PM10,TIDAK SEHAT
DKI4,57.6,73.0,22.0,23.0,55.0,10.0,73.0,PM10,SEDANG
DKI4,88.35,103.0,19.0,53.0,76.0,13.0,103.0,PM10,TIDAK SEHAT
DKI4,114.2,116.0,16.0,25.0,107.0,15.0,116.0,PM10,TIDAK SEHAT
DKI3,110.8,83.0,13.0,30.0,127.0,22.0,127.0,O3,TIDAK SEHAT
DKI3,101.6,86.0,22.0,32.0,104.0,18.0,104.0,O3,TIDAK SEHAT
DKI4,82.94999999999999,100.0,24.0,25.0,82.0,18.0,100.0,PM10,SEDANG
DKI3,85.65,103.0,16.0,29.0,113.0,18.0,113.0,O3,TIDAK SEHAT
DKI2,103.6,70.0,16.0,27.0,136.0,24.0,136.0,O3,TIDAK SEHAT
DKI2,106.6,87.0,15.0,27.0,129.0,23.0,129.0,O3,TIDAK SEHAT
DKI4,80.69999999999999,96.0,14.0,23.0,73.0,19.0,96.0,PM10,SEDANG
DKI4,87.15,110.0,20.0,23.0,67.0,16.0,110.0,PM10,TIDAK SEHAT
DKI4,76.94999999999999,95.0,17.0,25.0,69.0,15.0,95.0,PM10,SEDANG
DKI2,119.8,110.0,15.0,28.0,165.0,20.0,165.0,O3,TIDAK SEHAT
DKI3,101.0,71.0,12.0,27.0,117.0,26.0,117.0,O3,TIDAK SEHAT
DKI2,119.8,89.0,16.0,29.0,168.0,22.0,168.0,O3,TIDAK SEHAT
DKI4,93.3,119.0,16.0,27.0,105.0,16.0,119.0,PM10,TIDAK SEHAT
DKI4,91.35,115.0,16.0,37.0,82.0,13.0,115.0,PM10,TIDAK SEHAT
DKI4,102.0,134.0,14.0,24.0,91.0,15.0,134.0,PM10,TIDAK SEHAT
DKI4,88.65,118.0,17.0,23.0,107.0,14.0,118.0,PM10,TIDAK SEHAT
DKI3,119.8,127.0,15.0,25.0,138.0,16.0,138.0,O3,TIDAK SEHAT
DKI4,100.05,127.0,11.0,24.0,110.0,16.0,127.0,PM10,TIDAK SEHAT
DKI3,74.4,86.0,14.0,13.0,92.0,13.0,92.0,O3,SEDANG
DKI4,75.75,95.0,12.0,19.0,91.0,13.0,95.0,PM10,SEDANG
DKI4,88.94999999999999,110.0,13.0,20.0,77.0,15.0,110.0,PM10,TIDAK SEHAT
DKI3,68.25,69.0,16.0,33.0,87.0,19.0,87.0,O3,SEDANG
DKI4,82.94999999999999,100.0,13.0,29.0,76.0,17.0,100.0,PM10,SEDANG
DKI4,104.25,136.0,13.0,22.0,83.0,15.0,136.0,PM10,TIDAK SEHAT
DKI4,99.6,171.0,16.0,42.0,101.0,22.0,171.0,PM10,TIDAK SEHAT
DKI4,133.4,138.0,11.0,30.0,78.0,14.0,138.0,PM10,TIDAK SEHAT
DKI4,83.85,100.0,15.0,20.0,65.0,17.0,100.0,PM10,SEDANG
DKI4,90.3,113.0,15.0,21.0,77.0,13.0,113.0,PM10,TIDAK SEHAT
DKI4,110.4,146.0,17.0,28.0,124.0,22.0,146.0,PM10,TIDAK SEHAT
DKI4,100.05,126.0,17.0,29.0,101.0,16.0,126.0,PM10,TIDAK SEHAT
DKI4,88.35,105.0,17.0,29.0,92.0,18.0,105.0,PM10,TIDAK SEHAT
DKI2,119.8,83.0,19.0,28.0,152.0,18.0,152.0,O3,TIDAK SEHAT
DKI3,119.8,110.0,17.0,27.0,148.0,18.0,148.0,O3,TIDAK SEHAT
DKI4,125.8,126.0,14.0,34.0,79.0,13.0,126.0,PM10,TIDAK SEHAT
DKI4,92.7,116.0,13.0,30.0,75.0,13.0,116.0,PM10,TIDAK SEHAT
DKI4,76.94999999999999,98.0,12.0,23.0,66.0,11.0,98.0,PM10,SEDANG
DKI2,74.4,86.0,12.0,21.0,93.0,11.0,93.0,O3,SEDANG
DKI2,73.80000000000001,83.0,14.0,36.0,95.0,14.0,95.0,O3,SEDANG
DKI2,91.4,68.0,10.0,13.0,97.0,14.0,97.0,O3,SEDANG
DKI4,72.44999999999999,92.0,11.0,25.0,76.0,10.0,92.0,PM10,SEDANG
DKI3,97.2,79.0,9.0,12.0,102.0,11.0,102.0,O3,TIDAK SEHAT
DKI3,76.35,94.0,11.0,17.0,98.0,14.0,98.0,O3,SEDANG
DKI4,106.0,154.0,12.0,28.0,79.0,14.0,154.0,PM10,TIDAK SEHAT
DKI4,90.0,112.0,12.0,22.0,71.0,13.0,112.0,PM10,TIDAK SEHAT
DKI4,91.35,120.0,14.0,25.0,89.0,15.0,120.0,PM10,TIDAK SEHAT
DKI2,119.8,92.0,16.0,28.0,159.0,16.0,159.0,O3,TIDAK SEHAT
DKI3,119.8,120.0,14.0,25.0,136.0,22.0,136.0,O3,TIDAK SEHAT
DKI2,112.6,94.0,13.0,22.0,117.0,16.0,117.0,O3,TIDAK SEHAT
DKI3,76.35,98.0,11.0,17.0,99.0,16.0,99.0,O3,SEDANG
DKI4,92.7,122.0,14.0,27.0,86.0,16.0,122.0,PM10,TIDAK SEHAT
DKI3,119.8,113.0,15.0,28.0,141.0,22.0,141.0,O3,TIDAK SEHAT
DKI4,86.0,88.0,14.0,25.0,70.0,12.0,88.0,PM10,SEDANG
DKI4,88.94999999999999,108.0,19.0,26.0,82.0,17.0,108.0,PM10,TIDAK SEHAT
DKI4,76.35,94.0,13.0,34.0,89.0,20.0,94.0,PM10,SEDANG
DKI4,84.75,100.0,11.0,30.0,89.0,19.0,100.0,PM10,SEDANG
DKI4,121.4,148.0,12.0,26.0,87.0,16.0,148.0,PM10,TIDAK SEHAT
DKI2,101.6,87.0,15.0,31.0,104.0,22.0,104.0,O3,TIDAK SEHAT
DKI2,110.8,81.0,16.0,31.0,125.0,23.0,125.0,O3,TIDAK SEHAT
DKI3,110.0,95.0,19.0,52.0,130.0,19.0,130.0,O3,TIDAK SEHAT
DKI3,114.8,76.0,19.0,29.0,177.0,30.0,177.0,O3,TIDAK SEHAT
DKI2,125.6,92.0,26.0,28.0,201.0,22.0,201.0,O3,SANGAT TIDAK SEHAT
DKI3,119.8,88.0,19.0,25.0,138.0,22.0,138.0,O3,TIDAK SEHAT
DKI3,101.6,92.0,16.0,20.0,102.0,16.0,102.0,O3,TIDAK SEHAT
DKI2,119.8,80.0,25.0,24.0,147.0,18.0,147.0,O3,TIDAK SEHAT
DKI2,107.8,78.0,26.0,27.0,119.0,28.0,119.0,O3,TIDAK SEHAT
DKI3,114.0,91.0,24.0,27.0,127.0,19.0,127.0,O3,TIDAK SEHAT
DKI3,119.8,81.0,17.0,29.0,147.0,21.0,147.0,O3,TIDAK SEHAT
DKI3,85.65,100.0,23.0,28.0,112.0,23.0,112.0,O3,TIDAK SEHAT
DKI4,110.8,81.0,17.0,24.0,124.0,20.0,124.0,O3,TIDAK SEHAT
DKI3,112.6,91.0,18.0,18.0,114.0,15.0,114.0,O3,TIDAK SEHAT
DKI2,103.6,73.0,15.0,27.0,147.0,26.0,147.0,O3,TIDAK SEHAT
DKI3,99.8,71.0,18.0,25.0,107.0,18.0,107.0,O3,TIDAK SEHAT
DKI2,104.6,75.0,19.0,30.0,118.0,20.0,118.0,O3,TIDAK SEHAT
DKI3,75.0,73.0,21.0,28.0,99.0,26.0,99.0,O3,SEDANG
DKI3,114.2,92.0,21.0,29.0,120.0,17.0,120.0,O3,TIDAK SEHAT
DKI4,59.25,74.0,19.0,26.0,61.0,14.0,74.0,PM10,SEDANG
DKI4,85.65,113.0,23.0,31.0,110.0,19.0,113.0,PM10,TIDAK SEHAT
DKI1,104.8,83.0,16.0,34.0,107.0,19.0,107.0,O3,TIDAK SEHAT
DKI3,125.6,99.0,20.0,34.0,208.0,20.0,208.0,O3,SANGAT TIDAK SEHAT
DKI3,119.8,93.0,23.0,33.0,205.0,29.0,205.0,O3,SANGAT TIDAK SEHAT
DKI3,119.8,98.0,25.0,32.0,140.0,21.0,140.0,O3,TIDAK SEHAT
DKI3,84.75,100.0,21.0,29.0,102.0,23.0,102.0,O3,TIDAK SEHAT
DKI3,119.8,136.0,21.0,25.0,154.0,21.0,154.0,O3,TIDAK SEHAT
DKI4,128.8,129.0,17.0,40.0,77.0,17.0,129.0,PM10,TIDAK SEHAT
DKI3,60.6,76.0,16.0,27.0,78.0,14.0,78.0,O3,SEDANG
DKI4,87.0,89.0,17.0,25.0,80.0,16.0,89.0,PM10,SEDANG
DKI4,87.9,104.0,19.0,26.0,69.0,16.0,104.0,PM10,TIDAK SEHAT
DKI2,104.6,73.0,17.0,32.0,120.0,20.0,120.0,O3,TIDAK SEHAT
DKI4,128.2,131.0,21.0,35.0,126.0,18.0,131.0,PM10,TIDAK SEHAT
DKI2,80.85,99.0,18.0,30.0,100.0,16.0,100.0,O3,SEDANG
DKI2,119.8,89.0,18.0,26.0,140.0,16.0,140.0,O3,TIDAK SEHAT
DKI4,81.0,82.0,17.0,22.0,77.0,11.0,82.0,PM10,SEDANG
DKI4,88.35,107.0,19.0,36.0,93.0,15.0,107.0,PM10,TIDAK SEHAT
DKI2,106.6,81.0,18.0,39.0,138.0,24.0,138.0,O3,TIDAK SEHAT
DKI2,74.55000000000001,82.0,19.0,52.0,93.0,18.0,93.0,O3,SEDANG
DKI4,88.0,88.0,14.0,30.0,83.0,15.0,88.0,PM10,SEDANG
DKI2,72.0,79.0,15.0,41.0,87.0,16.0,87.0,O3,SEDANG
DKI2,97.2,79.0,15.0,31.0,100.0,12.0,100.0,O3,SEDANG
DKI2,119.8,84.0,18.0,32.0,154.0,19.0,154.0,O3,TIDAK SEHAT
DKI4,102.4,69.0,15.0,42.0,109.0,20.0,109.0,O3,TIDAK SEHAT
DKI2,75.75,92.0,19.0,30.0,89.0,17.0,92.0,PM10,SEDANG
DKI3,60.3,64.0,14.0,32.0,78.0,18.0,78.0,O3,SEDANG
DKI2,52.95,57.0,14.0,30.0,64.0,15.0,64.0,O3,SEDANG
DKI2,101.0,57.0,19.0,21.0,106.0,31.0,106.0,O3,TIDAK SEHAT
DKI2,53.85,51.0,14.0,21.0,71.0,15.0,71.0,O3,SEDANG
DKI2,114.8,58.0,17.0,25.0,175.0,16.0,175.0,O3,TIDAK SEHAT
DKI4,101.0,71.0,23.0,23.0,105.0,34.0,105.0,O3,TIDAK SEHAT
DKI3,103.6,78.0,24.0,31.0,127.0,32.0,127.0,O3,TIDAK SEHAT
DKI3,62.400000000000006,80.0,30.0,31.0,82.0,18.0,82.0,O3,SEDANG
DKI2,60.900000000000006,73.0,20.0,37.0,79.0,18.0,79.0,O3,SEDANG
DKI2,89.2,60.0,19.0,20.0,96.0,11.0,96.0,O3,SEDANG
DKI2,73.19999999999999,70.0,17.0,33.0,94.0,17.0,94.0,O3,SEDANG
DKI2,110.8,82.0,22.0,26.0,123.0,21.0,123.0,O3,TIDAK SEHAT
DKI2,119.8,81.0,22.0,35.0,147.0,19.0,147.0,O3,TIDAK SEHAT
DKI2,119.8,86.0,31.0,39.0,185.0,36.0,185.0,O3,TIDAK SEHAT
DKI2,119.8,96.0,33.0,33.0,179.0,28.0,179.0,O3,TIDAK SEHAT
DKI2,102.4,76.0,19.0,31.0,129.0,20.0,129.0,O3,TIDAK SEHAT
DKI3,101.0,64.0,18.0,28.0,122.0,18.0,122.0,O3,TIDAK SEHAT
DKI3,114.8,67.0,20.0,25.0,152.0,14.0,152.0,O3,TIDAK SEHAT
DKI2,104.6,65.0,25.0,35.0,121.0,21.0,121.0,O3,TIDAK SEHAT
DKI2,100.6,69.0,32.0,28.0,106.0,21.0,106.0,O3,TIDAK SEHAT
DKI2,119.8,91.0,26.0,38.0,179.0,21.0,179.0,O3,TIDAK SEHAT
DKI2,114.8,67.0,33.0,34.0,158.0,22.0,158.0,O3,TIDAK SEHAT
DKI2,98.0,58.0,18.0,26.0,115.0,16.0,115.0,O3,TIDAK SEHAT
